"EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"159.0","interacts with","receive(X,counseling_and_education) (interacts with) property(X,risky_behavior,decrease)","false","interacts with","receive(X,counseling_and_education) (interacts with) property(X,risky_behavior,decrease)"
"158.0","interacts with","receive(X,therapeutic_alliance) (interacts with) property(X,risky_behavior,decrease)","false","interacts with","receive(X,therapeutic_alliance) (interacts with) property(X,risky_behavior,decrease)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,risky_behavior,decrease)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,risky_behavior,decrease)"
"152.0","interacts with","property(X,inject,Y) CTN-0017 (interacts with) property(X,increase_attendance,hiv_testing_appointment)","false","interacts with","property(X,inject,Y) CTN-0017 (interacts with) property(X,increase_attendance,hiv_testing_appointment)"
"34.0","interacts with","substance(Y) (interacts with) property(X,increase_attendance,hiv_testing_appointment)","false","interacts with","substance(Y) (interacts with) property(X,increase_attendance,hiv_testing_appointment)"
"159.0","interacts with","receive(X,counseling_and_education) (interacts with) property(X,increase_attendance,hiv_testing_appointment)","false","interacts with","receive(X,counseling_and_education) (interacts with) property(X,increase_attendance,hiv_testing_appointment)"
"2.0","interacts with","CTN-0017 (interacts with) property(X,increase_attendance,hiv_testing_appointment) receive(X,therapeutic_alliance)","false","interacts with","CTN-0017 (interacts with) property(X,increase_attendance,hiv_testing_appointment) receive(X,therapeutic_alliance)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,increase_attendance,hiv_testing_appointment)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,increase_attendance,hiv_testing_appointment)"
"145.0","interacts with","property(X,gender,male) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","property(X,gender,male) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"36.0","interacts with","property(X,dependence,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","property(X,dependence,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"34.0","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"145.0","interacts with","property(X,gender,male) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","property(X,gender,male) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"36.0","interacts with","property(X,dependence,Y) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","property(X,dependence,Y) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"34.0","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters)"
"8.0","interacts with","property(X,gender,female) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","property(X,gender,female) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","property(X,use,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"34.0","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"134.0","interacts with","receive(X,safer_skills_building) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,safer_skills_building) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"133.0","interacts with","receive(X,hiv_ed) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,hiv_ed) (interacts with) property(X,decrease,unprotected_sexual_encounters,n3_months)"
"8.0","interacts with","property(X,gender,female) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","property(X,gender,female) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","property(X,use,Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"34.0","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"129.0","interacts with","receive(X,outpatient_psychosocial_treatment) CTN-0019 (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,outpatient_psychosocial_treatment) CTN-0019 (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"134.0","interacts with","receive(X,safer_skills_building) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,safer_skills_building) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"133.0","interacts with","receive(X,hiv_ed) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)","false","interacts with","receive(X,hiv_ed) (interacts with) property(X,increase,unprotected_sexual_encounters,n3_months)"
"8.0","interacts with","property(X,gender,female) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","property(X,gender,female) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","property(X,use,Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"34.0","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","substance(Y) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,methadone) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"134.0","interacts with","receive(X,safer_skills_building) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,safer_skills_building) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"133.0","interacts with","receive(X,hiv_ed) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,hiv_ed) (interacts with) property(X,decrease,unprotected_sexual_encounters,n6_months)"
"8.0","interacts with","property(X,gender,female) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","property(X,gender,female) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","property(X,use,Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"34.0","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","substance(Y) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,methadone) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"134.0","interacts with","receive(X,safer_skills_building) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,safer_skills_building) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"133.0","interacts with","receive(X,hiv_ed) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)","false","interacts with","receive(X,hiv_ed) (interacts with) property(X,increase,unprotected_sexual_encounters,n6_months)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","property(X,use,Y) (interacts with) property(X,obtain,new_taxed_job)"
"34.0","interacts with","substance(Y) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","substance(Y) (interacts with) property(X,obtain,new_taxed_job)"
"139.0","interacts with","receive(X,methadone) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","receive(X,methadone) (interacts with) property(X,obtain,new_taxed_job)"
"142.0","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","receive(X,outpatient_psychosocial_treatment) (interacts with) property(X,obtain,new_taxed_job)"
"121.0","interacts with","receive(X,job_seekers_workshop) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","receive(X,job_seekers_workshop) (interacts with) property(X,obtain,new_taxed_job)"
"26.0","interacts with","receive(X,standard_care) (interacts with) property(X,obtain,new_taxed_job)","false","interacts with","receive(X,standard_care) (interacts with) property(X,obtain,new_taxed_job)"
"20.0","interacts with","property(X,ethnicity,hispanic) (interacts with) use(X,substance)","false","interacts with","property(X,ethnicity,hispanic) (interacts with) use(X,substance)"
"150.0","interacts with","property(X,use,Y) (interacts with) use(X,substance)","false","interacts with","property(X,use,Y) (interacts with) use(X,substance)"
"34.0","interacts with","substance(Y) (interacts with) use(X,substance)","false","interacts with","substance(Y) (interacts with) use(X,substance)"
"119.0","interacts with","receive(X,motivational_enhancement_therapy) (interacts with) use(X,substance)","false","interacts with","receive(X,motivational_enhancement_therapy) (interacts with) use(X,substance)"
"117.0","interacts with","receive(X,counseling_as_usual) (interacts with) use(X,substance)","false","interacts with","receive(X,counseling_as_usual) (interacts with) use(X,substance)"
"4.0","interacts with","property(X,dependent,opioids) (interacts with) property(X,develop,drug_induced_hepatitis)","false","interacts with","property(X,dependent,opioids) (interacts with) property(X,develop,drug_induced_hepatitis)"
"2.0","interacts with","property(X,use,buprenorphine_naloxone) (interacts with) property(X,develop,drug_induced_hepatitis)","false","interacts with","property(X,use,buprenorphine_naloxone) (interacts with) property(X,develop,drug_induced_hepatitis)"
"1.0","interacts with","property(X,use,methadone) (interacts with) property(X,develop,drug_induced_hepatitis)","false","interacts with","property(X,use,methadone) (interacts with) property(X,develop,drug_induced_hepatitis)"
"116.0","interacts with","property(X,diagnosis,adhd) (interacts with) property(X,decrease,substance_use)","false","interacts with","property(X,diagnosis,adhd) (interacts with) property(X,decrease,substance_use)"
"113.0","interacts with","property(X,diagnosis,sud) (interacts with) property(X,decrease,substance_use)","false","interacts with","property(X,diagnosis,sud) (interacts with) property(X,decrease,substance_use)"
"24.0","interacts with","property(X,age,adolescent) (interacts with) property(X,decrease,substance_use)","false","interacts with","property(X,age,adolescent) (interacts with) property(X,decrease,substance_use)"
"112.0","interacts with","receive(X,cognitive_behavioral_therapy) (interacts with) property(X,decrease,substance_use)","false","interacts with","receive(X,cognitive_behavioral_therapy) (interacts with) property(X,decrease,substance_use)"
"111.0","interacts with","receive(X,methylphenidate) (interacts with) property(X,decrease,substance_use)","false","interacts with","receive(X,methylphenidate) (interacts with) property(X,decrease,substance_use)"
"73.0","interacts with","property(X,use,nicotine) (interacts with) property(X,reduce,nicotine_use)","false","interacts with","property(X,use,nicotine) (interacts with) property(X,reduce,nicotine_use)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,reduce,nicotine_use)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,reduce,nicotine_use)"
"108.0","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,reduce,nicotine_use)","false","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,reduce,nicotine_use)"
"111.0","interacts with","receive(X,methylphenidate) (interacts with) property(X,reduce,nicotine_use)","false","interacts with","receive(X,methylphenidate) (interacts with) property(X,reduce,nicotine_use)"
"107.0","interacts with","receive(X,individual_smoking_cessation) (interacts with) property(X,reduce,nicotine_use)","false","interacts with","receive(X,individual_smoking_cessation) (interacts with) property(X,reduce,nicotine_use)"
"506.0","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n2_weeks)","false","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n2_weeks)"
"174.0","interacts with","property(X,location,outpatient) (interacts with) property(X,complete,naloxone_stabilization)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,complete,naloxone_stabilization)"
"186.0","interacts with","property(X,dependence,opioids) (interacts with) property(X,complete,naloxone_stabilization)","false","interacts with","property(X,dependence,opioids) (interacts with) property(X,complete,naloxone_stabilization)"
"30.0","interacts with","receive(X,counseling) (interacts with) property(X,complete,naloxone_stabilization)","false","interacts with","receive(X,counseling) (interacts with) property(X,complete,naloxone_stabilization)"
"412.0","interacts with","\+property(X,complete,taper) (interacts with) property(X,complete,naloxone_stabilization)","false","interacts with","\+property(X,complete,taper) (interacts with) property(X,complete,naloxone_stabilization)"
"306.0","interacts with","\+property(X,complete,post_medication_follow_up) (interacts with) property(X,complete,naloxone_stabilization)","false","interacts with","\+property(X,complete,post_medication_follow_up) (interacts with) property(X,complete,naloxone_stabilization)"
"209.0","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"15.0","interacts with","receive(X,counseling) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","receive(X,counseling) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"93.0","interacts with","property(X,dependence,opioids) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","property(X,dependence,opioids) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"100.0","interacts with","property(X,complete,taper) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","property(X,complete,taper) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"102.0","interacts with","\+property(X,complete,post_medication_follow_up) (interacts with) property(X,use,prescription_opioids,n8_weeks)","false","interacts with","\+property(X,complete,post_medication_follow_up) (interacts with) property(X,use,prescription_opioids,n8_weeks)"
"311.0","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","property(X,complete,naloxone_stabilization) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"15.0","interacts with","receive(X,counseling) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","receive(X,counseling) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"93.0","interacts with","property(X,dependence,opioids) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","property(X,dependence,opioids) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"100.0","interacts with","property(X,complete,taper) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","property(X,complete,taper) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"98.0","interacts with","property(X,complete,post_medication_follow_up) (interacts with) property(X,use,prescription_opioids,n20_weeks)","false","interacts with","property(X,complete,post_medication_follow_up) (interacts with) property(X,use,prescription_opioids,n20_weeks)"
"97.0","interacts with","receive(X,off_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,off_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"94.0","interacts with","receive(X,hiv_risk_reduction_counseling) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,hiv_risk_reduction_counseling) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"92.0","interacts with","receive(X,on_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,on_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"97.0","interacts with","receive(X,off_site_hiv_testing) (interacts with) receive(X,hiv_test_results)","false","interacts with","receive(X,off_site_hiv_testing) (interacts with) receive(X,hiv_test_results)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"94.0","interacts with","receive(X,hiv_risk_reduction_counseling) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,hiv_risk_reduction_counseling) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"92.0","interacts with","receive(X,on_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)","false","interacts with","receive(X,on_site_hiv_testing) (interacts with) property(X,decrease,unprotected_sexual_encounters)"
"16.0","interacts with","property(X,ethnicity,black) (interacts with) property(X,diagnosis,chronic_HCV_infection)","false","interacts with","property(X,ethnicity,black) (interacts with) property(X,diagnosis,chronic_HCV_infection)"
"84.0","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,diagnosis,chronic_HCV_infection)","false","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,diagnosis,chronic_HCV_infection)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,diagnosis,chronic_HCV_infection)","false","interacts with","property(X,use,Y) (interacts with) property(X,diagnosis,chronic_HCV_infection)"
"82.0","interacts with","illicit_drug(Y) (interacts with) property(X,diagnosis,chronic_HCV_infection)","false","interacts with","illicit_drug(Y) (interacts with) property(X,diagnosis,chronic_HCV_infection)"
"16.0","interacts with","property(X,ethnicity,black) (interacts with) property(X,diagnosis,acute_HCV_infection)","false","interacts with","property(X,ethnicity,black) (interacts with) property(X,diagnosis,acute_HCV_infection)"
"84.0","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,diagnosis,acute_HCV_infection)","false","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,diagnosis,acute_HCV_infection)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,diagnosis,acute_HCV_infection)","false","interacts with","property(X,use,Y) (interacts with) property(X,diagnosis,acute_HCV_infection)"
"82.0","interacts with","illicit_drug(Y) (interacts with) property(X,diagnosis,acute_HCV_infection)","false","interacts with","illicit_drug(Y) (interacts with) property(X,diagnosis,acute_HCV_infection)"
"16.0","interacts with","property(X,ethnicity,black) (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","property(X,ethnicity,black) (interacts with) property(X,understand_importance_of,HCV_testing)"
"84.0","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","property(X,ethnicity,latinx) (interacts with) property(X,understand_importance_of,HCV_testing)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","property(X,use,Y) (interacts with) property(X,understand_importance_of,HCV_testing)"
"82.0","interacts with","illicit_drug(Y) (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","illicit_drug(Y) (interacts with) property(X,understand_importance_of,HCV_testing)"
"71.0","interacts with","lack(X,symptoms) (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","lack(X,symptoms) (interacts with) property(X,understand_importance_of,HCV_testing)"
"69.0","interacts with","use(X,illicit_drugs) CTN-0035 (interacts with) property(X,understand_importance_of,HCV_testing)","false","interacts with","use(X,illicit_drugs) CTN-0035 (interacts with) property(X,understand_importance_of,HCV_testing)"
"67.0","interacts with","property(X,ethnicity,black);property(X,ethnicity,latinx) (interacts with) receive(X,HCV_testing)","false","interacts with","property(X,ethnicity,black);property(X,ethnicity,latinx) (interacts with) receive(X,HCV_testing)"
"63.0","interacts with","property(X,diagnosis,HCV) (interacts with) receive(X,HCV_testing)","false","interacts with","property(X,diagnosis,HCV) (interacts with) receive(X,HCV_testing)"
"150.0","interacts with","property(X,use,Y) (interacts with) receive(X,HCV_testing)","false","interacts with","property(X,use,Y) (interacts with) receive(X,HCV_testing)"
"82.0","interacts with","illicit_drug(Y) (interacts with) receive(X,HCV_testing)","false","interacts with","illicit_drug(Y) (interacts with) receive(X,HCV_testing)"
"61.0","interacts with","property(X,mistrust,health_care_providers) (interacts with) receive(X,HCV_testing)","false","interacts with","property(X,mistrust,health_care_providers) (interacts with) receive(X,HCV_testing)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,use,Y,during_treatment)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,use,Y,during_treatment)"
"34.0","interacts with","substance(Y) (interacts with) property(X,use,Y,during_treatment)","false","interacts with","substance(Y) (interacts with) property(X,use,Y,during_treatment)"
"57.0","interacts with","receive(X,computer_modules) (interacts with) property(X,use,Y,during_treatment)","false","interacts with","receive(X,computer_modules) (interacts with) property(X,use,Y,during_treatment)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,use,Y,during_treatment)","false","interacts with","property(X,use,Y) (interacts with) property(X,use,Y,during_treatment)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,Y,during_treatment)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,Y,during_treatment)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,use,alcohol,during_treatment)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,use,alcohol,during_treatment)"
"34.0","interacts with","substance(Y) (interacts with) property(X,use,alcohol,during_treatment)","false","interacts with","substance(Y) (interacts with) property(X,use,alcohol,during_treatment)"
"57.0","interacts with","receive(X,computer_modules) (interacts with) property(X,use,alcohol,during_treatment)","false","interacts with","receive(X,computer_modules) (interacts with) property(X,use,alcohol,during_treatment)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,use,alcohol,during_treatment)","false","interacts with","property(X,use,Y) (interacts with) property(X,use,alcohol,during_treatment)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,alcohol,during_treatment)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,alcohol,during_treatment)"
"87.0","interacts with","property(X,location,outpatient) (interacts with) property(X,use,alcohol,after_treatment)","false","interacts with","property(X,location,outpatient) (interacts with) property(X,use,alcohol,after_treatment)"
"34.0","interacts with","substance(Y) (interacts with) property(X,use,alcohol,after_treatment)","false","interacts with","substance(Y) (interacts with) property(X,use,alcohol,after_treatment)"
"57.0","interacts with","receive(X,computer_modules) (interacts with) property(X,use,alcohol,after_treatment)","false","interacts with","receive(X,computer_modules) (interacts with) property(X,use,alcohol,after_treatment)"
"150.0","interacts with","property(X,use,Y) (interacts with) property(X,use,alcohol,after_treatment)","false","interacts with","property(X,use,Y) (interacts with) property(X,use,alcohol,after_treatment)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,alcohol,after_treatment)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,use,alcohol,after_treatment)"
"131.0","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"46.0","interacts with","property(X,dependence,cocaine) CTN-0046 (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","property(X,dependence,cocaine) CTN-0046 (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"43.0","interacts with","property(X,dependence,methamphetamine) CTN-0046 (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","property(X,dependence,methamphetamine) CTN-0046 (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"108.0","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"42.0","interacts with","receive(X,bupropion) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)","false","interacts with","receive(X,bupropion) (interacts with) property(X,urine_sample,Y,negative,just_after_treatment)"
"131.0","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)","false","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)"
"37.0","interacts with","property(X,dependence,cocaine) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)","false","interacts with","property(X,dependence,cocaine) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)"
"35.0","interacts with","property(X,dependence,methamphetamine) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)","false","interacts with","property(X,dependence,methamphetamine) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)"
"108.0","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)","false","interacts with","property(X,desire,quit_smoking) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)"
"14.0","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)","false","interacts with","receive(X,treatment_as_usual) (interacts with) property(X,urine_sample,Y,negative,n3_weeks)"
"131.0","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,n6_weeks)","false","interacts with","stimulant(Y) (interacts with) property(X,urine_sample,Y,negative,n6_weeks)"
